epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
49,1.3512112808227539,0.56375,1.5622277193599277,0.49305555,1.1744747
50,1.4202710103988647,0.56,1.5841840770509508,0.5086806,1.2423804
51,1.3689552974700927,0.5675,1.5832098192638822,0.5052083,1.1886555
52,1.410395984649658,0.535,1.5425501333342657,0.5138889,1.2276703
53,1.5213475275039672,0.50625,1.7719142039616902,0.3888889,1.3357106
54,1.4639318180084229,0.52375,1.5671471423572965,0.47916666,1.274703
55,1.3937538814544679,0.555,1.5474701854917738,0.515625,1.2037848
56,1.4410484981536866,0.55,1.6030023958947923,0.48958334,1.2508129
57,1.3657648706436156,0.575,1.533138010236952,0.546875,1.1725248
58,1.3931825065612793,0.55125,1.6185050341818068,0.5138889,1.1986437
59,1.3516853141784668,0.60375,1.4893432524469163,0.53125,1.1558852
60,1.281182713508606,0.61375,1.6196210781733196,0.4878472,1.0852532
61,1.2692002439498902,0.60625,1.6031605071491666,0.5,1.0721524
62,1.3074687910079956,0.6,1.5460937354299757,0.515625,1.1084011
63,1.2862245297431947,0.60375,1.5410386125246684,0.5086806,1.0848031
64,1.253266863822937,0.6175,1.4930871195263333,0.5399306,1.0506672
65,1.316310863494873,0.61,1.53425137201945,0.5486111,1.1110233
66,1.2563915157318115,0.62875,1.5957447025511,0.5503472,1.0479672
67,1.2563422966003417,0.61375,1.4532674087418451,0.5538194,1.0475793
68,1.2565866470336915,0.635,1.5262116988499959,0.5277778,1.0464908
69,1.196077160835266,0.6425,1.6078481078147888,0.49479166,0.98424697
70,1.1979393410682677,0.6575,1.5384002460373774,0.5138889,0.98212194
71,1.2380282425880431,0.63125,1.4747964938481648,0.5520833,1.018442
72,1.1302479743957519,0.68875,1.4875668916437361,0.5503472,0.9109437
73,1.2210604763031006,0.62875,1.5230079889297485,0.5729167,1.0007495
74,1.2473121547698975,0.63625,1.5189369916915894,0.5763889,1.0234556
75,1.0656507349014281,0.71,1.642495420244005,0.546875,0.8402238
76,1.0696867799758911,0.6925,1.5156962705983057,0.5902778,0.8439034
77,1.06245498418808,0.7075,1.5192996462186177,0.5763889,0.83635366
78,1.1264632749557495,0.6875,1.4458427362971835,0.5763889,0.89889985
79,1.1650377750396728,0.66875,1.478701604737176,0.5503472,0.93267626
80,1.136543366909027,0.68125,1.4936540921529133,0.5625,0.9018192
81,1.069658260345459,0.705,1.4436832434601254,0.5902778,0.833498
82,1.0622846984863281,0.71125,1.449362701839871,0.5833333,0.8242624
83,1.0493681669235229,0.7075,1.5178496440251668,0.578125,0.8098529
84,1.047950873374939,0.71375,1.5298756096098158,0.5416667,0.8054987
85,0.9576780843734741,0.76375,1.7405116226938036,0.5572917,0.71081614
86,1.0581024122238158,0.71625,1.641830285390218,0.5329861,0.80796736
87,1.0210316252708436,0.73125,1.4745346042844985,0.6145833,0.76898384
88,0.9118925404548645,0.7525,1.437055812941657,0.6059028,0.6591119
89,0.934098973274231,0.75875,1.4665886296166315,0.59375,0.6803717
90,0.9936723303794861,0.7275,1.4140252735879686,0.6163194,0.73704183
91,0.8825266528129577,0.77625,1.491627660062578,0.59375,0.6237152
92,0.8965622663497925,0.77625,1.554554522037506,0.6111111,0.6374931
93,0.8605588030815124,0.79,1.470305495791965,0.6024306,0.60012436
94,0.8635539627075195,0.79625,1.5067633655336168,0.5989583,0.60107744
95,0.848584930896759,0.7925,1.4246339201927185,0.6371528,0.58520395
96,0.7707836532592773,0.82875,1.5032456715901692,0.6128472,0.50632566
97,0.7588962936401367,0.84,1.5061860183874767,0.6059028,0.49176908
98,0.786849547624588,0.80875,1.6071445147196453,0.5850694,0.5171489
99,0.8991299271583557,0.775,1.5466525587770674,0.5954861,0.62600756
100,0.9205789995193482,0.77625,1.588695936732822,0.5954861,0.64335734
End of training. Summary:
epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
Max accuracy row:
97,0.7588962936401367,0.84,1.5061860183874767,0.6059028,0.49176908
Max val_accuracy row:
95,0.848584930896759,0.7925,1.4246339201927185,0.6371528,0.58520395
