epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
28,1.7439141607284545,0.4225,1.8442490498224895,0.39756945,1.5122888
29,1.7296369409561156,0.43375,1.7657946811781988,0.421875,1.4982327
30,1.8770361423492432,0.4225,1.817857888009813,0.3923611,1.6438
31,1.7472991847991943,0.4275,1.772527151637607,0.42708334,1.5130417
32,1.6317601680755616,0.4725,1.7968280381626553,0.46006945,1.3984402
33,1.789256362915039,0.4375,1.7589704261885748,0.39583334,1.5553229
34,1.6804848623275757,0.48125,1.6428325242466397,0.484375,1.4450263
35,1.5993811702728271,0.49,1.6907960507604811,0.4496528,1.3645957
36,1.5340161275863649,0.51125,1.6659154627058241,0.4548611,1.2998152
37,1.7407408475875854,0.42875,1.6228512194421556,0.4704861,1.5050377
38,1.6281444025039673,0.45625,1.5924555129475064,0.5364583,1.3889475
39,1.548408546447754,0.52125,1.7466204696231418,0.4496528,1.3083669
40,1.741852035522461,0.47,1.7942540380689833,0.43229166,1.4993083
41,1.5072979640960693,0.54625,1.5561438865131803,0.5364583,1.2619957
42,1.4115669679641725,0.5525,1.6558986107508342,0.5086806,1.1658754
43,1.4477659940719605,0.5675,1.6158761779467266,0.5086806,1.2023603
44,1.4522230434417724,0.55125,1.5955417619811163,0.4982639,1.2053964
45,1.3769642639160156,0.59375,1.5966408451398213,0.5295139,1.1281176
46,1.4257901859283448,0.585,1.5870774123403761,0.5347222,1.1758
47,1.4808417415618897,0.57,1.6507376631100972,0.5104167,1.2280002
48,1.4358226490020751,0.5725,1.5370457238621182,0.5434028,1.1802202
49,1.3675066232681274,0.6125,1.6842016908857558,0.48958334,1.1099523
50,1.4045762252807616,0.60875,1.6602393256293402,0.5190972,1.1442391
51,1.3203911423683166,0.61125,1.7143899732165866,0.484375,1.0571616
52,1.3098601865768433,0.61625,1.5397862659560309,0.5920139,1.0445399
53,1.25340970993042,0.64125,1.6614234911070929,0.5694444,0.9855183
54,1.3079830145835876,0.61,1.4148438705338373,0.5972222,1.0379218
55,1.252510471343994,0.65,1.6263400846057467,0.5607639,0.9798021
56,1.1959343433380127,0.675,1.4562000499831305,0.5763889,0.9198962
57,1.0855726599693298,0.7125,1.4555738634533353,0.6232639,0.808075
58,1.2210499048233032,0.6725,1.4017829828792148,0.6006944,0.9421194
59,1.0154201292991638,0.73875,1.626312838660346,0.6197917,0.7325097
60,1.2557865023612975,0.65625,1.5686657230059307,0.5729167,0.9695968
61,1.0546866106986998,0.72375,1.7097650236553616,0.5659722,0.7625789
62,1.126003065109253,0.715,1.7798242767651875,0.515625,0.8310381
63,1.1076206040382386,0.68875,1.502420359187656,0.5954861,0.80957884
64,0.9897838973999024,0.77,1.4312303794754877,0.6597222,0.68887514
65,1.0944477581977845,0.71875,1.505174782541063,0.5677083,0.79048055
66,1.0614156246185302,0.735,1.537785914209154,0.5746528,0.75356644
67,1.0101869583129883,0.7425,1.6148806148105197,0.6319444,0.69941115
68,0.9707489943504334,0.77625,1.5537828538152907,0.6076389,0.6583887
69,0.9352043271064758,0.77375,1.5978962712817721,0.6197917,0.62093335
70,0.8838865613937378,0.81125,1.7439661290910509,0.5850694,0.56756705
71,0.8950978231430053,0.785,1.760665476322174,0.6180556,0.57603407
72,0.9014866995811462,0.77875,1.5876279142167833,0.5972222,0.57891744
73,0.9830291175842285,0.77375,1.7511711716651917,0.5746528,0.6555712
74,0.9068142056465149,0.80375,1.6558680865499709,0.6163194,0.5736256
75,0.8715024447441101,0.81375,1.5825244386990864,0.6510417,0.5344671
76,0.8649313735961914,0.81,1.6915772424803839,0.6475694,0.52532196
77,0.8770347833633423,0.8175,1.6134710179434881,0.6267361,0.5350829
78,0.898750991821289,0.8075,1.582041237089369,0.6423611,0.5533556
79,0.8968714785575866,0.79,1.6708204680018954,0.625,0.5472353
80,0.8986371946334839,0.81125,1.7078845500946045,0.5989583,0.5456572
81,0.8713102531433106,0.8175,1.7296970420413547,0.6197917,0.51516134
82,0.8681257081031799,0.8075,1.8562973340352376,0.5798611,0.50889426
83,0.7660346841812133,0.86125,1.74140954679913,0.6180556,0.40419587
84,0.7941165447235108,0.8425,1.7519111964437697,0.6197917,0.43031502
85,0.6933531022071838,0.89375,1.6699173185560439,0.6510417,0.32687417
86,0.6533501160144806,0.89875,1.7530894941753812,0.6215278,0.28620732
87,0.6925499820709229,0.88875,1.969915999306573,0.6041667,0.32512408
88,0.7131434595584869,0.8775,1.828742159737481,0.6111111,0.34269854
89,0.8194533324241638,0.83875,1.9942166871494718,0.5989583,0.4450451
90,0.746910685300827,0.865,1.7496456570095487,0.6284722,0.36744544
91,0.6690643680095673,0.90625,1.7419351074430678,0.6059028,0.28727114
92,0.6591453647613525,0.9075,1.8108699520428975,0.6354167,0.2778157
93,0.8202897500991821,0.85,2.0692671140034995,0.5798611,0.43811318
94,0.9533797621726989,0.8075,1.8925023939874437,0.5954861,0.5635067
95,0.7600029563903808,0.87125,1.9729804065492418,0.609375,0.3626592
96,0.7589318323135376,0.87375,1.7185627354515924,0.6493056,0.35945752
97,0.6685482931137084,0.9025,1.7849604023827448,0.6215278,0.2685034
98,0.6023784840106964,0.9325,1.798514233695136,0.6440972,0.20220347
99,0.6242525660991669,0.93375,2.105236914422777,0.5833333,0.22428343
100,0.5907334840297699,0.93375,1.9202779332796733,0.6197917,0.19105616
End of training. Summary:
epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
Max accuracy row:
99,0.6242525660991669,0.93375,2.105236914422777,0.5833333,0.22428343
Max val_accuracy row:
64,0.9897838973999024,0.77,1.4312303794754877,0.6597222,0.68887514
